,Product Name,Type,Specific Type,Payment Method,Vendor,Ships From,Ships To,Order Quantity,Price,IDENTIFIER
product 5,MISSA INTE SUPERREA! SVENSKA ELVANSE 40 MG SHIRE,Stimulants,Smartdrugs,Escrow,BestaKundservice,Sweden,Sweden,2,26,BestaKundservice
product 6,★OTROLIG VÅRREA PÅ VÅRAN BUGATTI NI SOM VET NI VET★,Stimulants,Coke,Escrow,BestaKundservice,Sweden,Sweden,0.5g,22,BestaKundservice
product 7,🍫SUPERREA MISSA INTE!SCORPIO-PREMIUM COFFESHOPHASH +++++,Cannabis,Hash,Escrow,BestaKundservice,Sweden,Sweden,5g,26,BestaKundservice
product 0,LSD 240UG LIVING DEAD MEXICO BLOTTERS - HIGH DOSED,Pyschedelic,LSD,Escrow,BIGBEUH,France,Europe,5,20,BIGBEUH
product 1,CRYSTAL METH EPHEDRINE SHARDS - EXTREME POTENT ICE -,Stimulants,Meth,Escrow,BIGBEUH,France,Europe,1g,30,BIGBEUH
product 2,LSD 240UG ALBERT HOFMANN BLOTTERS - HIGH DOSED,Pyschedelic,LSD,Escrow,BIGBEUH,France,Europe,5,20,BIGBEUH
product 3,XTC PUNISHER 300MG MDMA PILLS - HIGH DOSED,Ecstasy,Pills,Escrow,BIGBEUH,France,Europe,5,20,BIGBEUH
product 4,COCAINE COLUMBIAN FISHSCALE FLAKES 91% - EXTREME POTENT,Stimulants,Coke,Escrow,BIGBEUH,France,Europe,0.5g,40,BIGBEUH
product 5,XTC HEISENBERG 300MG MDMA PILLS - HIGH DOSED,Ecstasy,Pills,Escrow,BIGBEUH,France,Europe,5,20,BIGBEUH
product 6,MDMA CHAMPAGNE CRYSTAL Labtested at 84%,Ecstasy,MDMA,Escrow,BIGBEUH,France,Europe,1g,25,BIGBEUH
product 7,MEPHEDRONE 4MMC PRE-BAN - EXTREME POTENT MIAUW,Stimulants,4-MMC Mephedrone,Escrow,BIGBEUH,France,Europe,1g,20,BIGBEUH
product 0,🇳🇱 Shake Mix - [Grade A BIO Indoor],Cannabis,Shake & Cuttings,Escrow,BiggSmoke,Netherlands,Worldwide,2.5g,10,BiggSmoke
product 1,🇳🇱  Godfather OG - Grade A - BIO Indoor - [25% THC],Cannabis,Buds & Flowers,Escrow,BiggSmoke,Netherlands,Worldwide,1g,11,BiggSmoke
product 2,🇳🇱  Grade A - BIO Indoor Weed - BULK LISTING,Cannabis,Buds & Flowers,Escrow,BiggSmoke,Netherlands,Worldwide,125g,850,BiggSmoke
product 3,🇳🇱 Silver Haze + - Grade A - BIO Indoor - [23% THC],Cannabis,Buds & Flowers,Escrow,BiggSmoke,Netherlands,Worldwide,1g,11,BiggSmoke
product 4,🇳🇱  Critical+ - Grade A - BIO Indoor - [20% THC],Cannabis,Buds & Flowers,Escrow,BiggSmoke,Netherlands,Worldwide,1g,11,BiggSmoke
product 5,🇳🇱  Gorilla Glue - Grade A - BIO Indoor - [28% THC],Cannabis,Buds & Flowers,Escrow,BiggSmoke,Netherlands,Worldwide,1g,11,BiggSmoke
product 6,🇳🇱  Blue Dream - Grade A - BIO Indoor - [19% THC],Cannabis,Buds & Flowers,Escrow,BiggSmoke,Netherlands,Worldwide,1g,11,BiggSmoke
product 7,🇳🇱  White Widow - Grade A - BIO Indoor - [21% THC],Cannabis,Buds & Flowers,Escrow,BiggSmoke,Netherlands,Worldwide,1g,11,BiggSmoke
product 0,RUNTZ,Cannabis,Buds & Flowers,Escrow,Bjornligan,Sweden,Sweden,5g,41,Bjornligan
product 1,BLUE DREAM,Cannabis,Buds & Flowers,Escrow,Bjornligan,Sweden,Sweden,5g,41,Bjornligan
product 2,"BJÖRNLIGANS ORÖRDA KOKAIN, 89% COLOMBIANSK",Stimulants,Coke,Escrow,Bjornligan,Sweden,Sweden,1g,60,Bjornligan
product 3,GORILLA GLUE,Cannabis,Buds & Flowers,Escrow,Bjornligan,Sweden,Sweden,5g,41,Bjornligan
product 4,GELATO,Cannabis,Buds & Flowers,Escrow,Bjornligan,Sweden,Sweden,5g,40,Bjornligan
product 5,"BULK ORDERS, GELATO, GORILLA GLUE, BLUE DREAM, RUNTZ",Cannabis,Buds & Flowers,Escrow,Bjornligan,Sweden,Sweden,200g,1064,Bjornligan
product 0,Ketamine Needles 🇪🇺EU🇪🇺 99% Delivery/100% Reship,Disassociatives,Ketamine,Escrow,Blacklist,Netherlands,Worldwide,100g,950,Blacklist
product 1,Squid Game 300mg XTC - Te🅰️m Bl🅰️cklist,Ecstasy,Pills,Escrow,Blacklist,Netherlands,Worldwide,5,20,Blacklist
product 2,Speed Amphetamine 🇪🇺EU 99% Delivery-100% Reship,Stimulants,Speed,Escrow,Blacklist,Netherlands,Worldwide,250g,450,Blacklist
product 3,3-MMC Miauw miauw -Te🅰️m Bl🅰️ckli,Stimulants,3-MMC,Escrow,Blacklist,Netherlands,Worldwide,1g,22,Blacklist
product 4,Audi 250mg -Te🅰️m Bl🅰️cklist,Ecstasy,Pills,Escrow,Blacklist,Netherlands,Worldwide,5,16,Blacklist
product 5,Crystal Meth 99% - Te🅰️m Bl🅰️cklist,Stimulants,Meth,Escrow,Blacklist,Netherlands,Worldwide,1g,38,Blacklist
product 6,MDMA Champagne - Te🅰️m Bl🅰️cklist,Ecstasy,MDMA,Escrow,Blacklist,Netherlands,Worldwide,1g,19,Blacklist
product 7,NASA 2C-B - 20mg - Te🅰️m Bl🅰️cklis,Pyschedelic,2C-x,Escrow,Blacklist,Netherlands,Worldwide,5,20,Blacklist
product 0,1 Gram - Pure Amphetamine Speed Paste,Stimulants,Speed,Escrow,Blitzversand,Germany,Europe,1g,10,Blitzversand
product 1,1 Gram - Premium Moroccan Hash (Dutch Coffeeshop Quality),Cannabis,Hash,Escrow,Blitzversand,Germany,Europe,1g,15,Blitzversand
product 2,10 Gram - Premium Moroccan Hash (Dutch Coffeeshop Quality),Cannabis,Hash,Escrow,Blitzversand,Germany,Europe,10g,85,Blitzversand
product 3,1000 Gram - Premium Moroccan Hash (Dutch Coffeeshop Quality),Cannabis,Hash,Escrow,Blitzversand,Germany,Europe,1000g,5500,Blitzversand
product 4,1000 Gram - Pure Amphetamine Speed Paste,Stimulants,Speed,Escrow,Blitzversand,Germany,Europe,1000g,1500,Blitzversand
product 5,250 Pills - XTC Green Defqon 200MG,Ecstasy,Pills,Escrow,Blitzversand,Germany,Europe,250,375,Blitzversand
product 6,2.5 Gram - Premium Moroccan Hash (Dutch Coffeeshop Quality),Cannabis,Hash,Escrow,Blitzversand,Germany,Europe,2.5g,30,Blitzversand
product 7,100 Gram - Pure Amphetamine Speed Paste,Stimulants,Speed,Escrow,Blitzversand,Germany,Europe,100g,225,Blitzversand
product 0,150 mg  MDMA pressed pill   UK -UK no track,Ecstasy,MDMA,Escrow,boomshankar,United Kingdom,Worldwide,1,9,boomshankar
product 1,"blotter hit with 110 ug LSD, USA-USA",Pyschedelic,LSD,Escrow,boomshankar,United States of America,United States of America,1,9,boomshankar
product 2,5-MeO DMT oxalate uk-ww,Pyschedelic,DMT,Escrow,boomshankar,United Kingdom,Worldwide,100mg,46,boomshankar
product 3,30 gr chocolate cubes with magic mushrooms uk-ww,Pyschedelic,Mushrooms,Escrow,boomshankar,United Kingdom,Worldwide,1,69,boomshankar
product 4,1 ml/125mg  5MeO-DMT  ejuice CART uk-ww,Pyschedelic,DMT,Escrow,boomshankar,United Kingdom,Worldwide,1,60,boomshankar
product 5,5 mg DOM pill  uk-ww,Pyschedelic,DOx,Escrow,boomshankar,United Kingdom,Worldwide,1,12,boomshankar
product 6,salvia divinorum 20X . USA-USA MEX-WW with  track,Pyschedelic,Other,Escrow,boomshankar,United States of America,Worldwide,1g,21,boomshankar
product 7,blotter hit  AL-LAD 100 ug  USA-USA no track,Pyschedelic,LSD,Escrow,boomshankar,United States of America,United States of America,1,9,boomshankar
product 0,REA! TOPP KOKAIN 90%,Stimulants,Coke,Escrow,Boyscout,Sweden,Sweden,1g,48,Boyscout
product 1,SVENSKA 100MG LYRICA FRÅN APOTEK,Prescriptions,Pregabalin,Escrow,Boyscout,Sweden,Sweden,21,35,Boyscout
product 2,REA! NY BATCH DUNDER AMFETAMIN,Stimulants,Speed,Escrow,Boyscout,Sweden,Sweden,5g,26,Boyscout
product 3,NY BATCH Dunder Brunt Heroin,Opiates,Heroin,Escrow,Boyscout,Sweden,Sweden,0.5g,26,Boyscout
product 4,SUPERREA! CRITICAL KUSH TOPP,Cannabis,Buds & Flowers,Escrow,Boyscout,Sweden,Sweden,5g,35,Boyscout
product 0,CRYSTAL METH ICE EPHEDRINE 100% (METHAMPHETAMINE),Stimulants,Meth,Escrow,BraBusDE,Germany,Worldwide,0.2g,10,BraBusDE
product 1,KETAMINE NEEDLE ISSOMIR 100%,Disassociatives,Ketamine,Escrow,BraBusDE,Germany,Worldwide,1g,20,BraBusDE
product 2,LSD BOTTLER HOFMAN 280UG,Pyschedelic,LSD,Escrow,BraBusDE,Germany,Worldwide,1,8,BraBusDE
product 3,COCAINE COLOMBIAN  60%-65% OFFER,Stimulants,Coke,Escrow,BraBusDE,Germany,Worldwide,1g,30,BraBusDE
product 4,COCAINE BOLIVIAN 94%-96% OFFER,Stimulants,Coke,Escrow,BraBusDE,Germany,Worldwide,1g,60,BraBusDE
product 5,custom listing 1KG needle + 1KG Meth track and trace,Disassociatives,Ketamine,Escrow,BraBusDE,Netherlands,Europe,2kg,30000,BraBusDE
product 6,party pack,Ecstasy,MDMA,Escrow,BraBusDE,Germany,Worldwide,10mg,450,BraBusDE
product 7,TUCI PINK COCAINE OFFER,Stimulants,Coke,Escrow,BraBusDE,Germany,Worldwide,1g,50,BraBusDE
product 0,1 TO 56 GRAMS OF PERUVIAN FISHSCALE COCAINE(35 USD PER GRAM),Stimulants,Coke,Escrow,BrazilianConnect,Brazil,Worldwide,1g,32,BrazilianConnect
product 1,100 TO 1000 GRAMS OF PERUVIAN FISHSCALE COCAINE (30-15 USD),Stimulants,Coke,Escrow,BrazilianConnect,Brazil,Worldwide,100g,2760,BrazilianConnect
product 0,Pure Speed Amphetamine Paste 94% Top Quality Thebreakingbad,Stimulants,Speed,Escrow,breakingbaddd,Germany,Worldwide,10g,45,breakingbaddd
product 1,XTC Pills 250mg MDMA Champagne *Top Notch Thebreakingbad*,Ecstasy,Pills,Escrow,breakingbaddd,Germany,Worldwide,10,25,breakingbaddd
product 2,Heroin Uncut From Iran High Quality Thebreakingbad*,Opiates,Heroin,Escrow,breakingbaddd,Germany,Worldwide,1g,24,breakingbaddd
product 3,Speed Amphetamine Paste 74%  *Thebreakingbad's Original*,Stimulants,Speed,Escrow,breakingbaddd,Germany,Worldwide,10g,25,breakingbaddd
product 4,Ketamine Sugar Cut S-Isomer *High Quality Thebreakingbad*,Disassociatives,Ketamine,Escrow,breakingbaddd,Germany,Worldwide,1g,18,breakingbaddd
product 5,MDMA Cola Color 88% From Brabant/NL  *Top Notch breakingbad*,Ecstasy,MDMA,Escrow,breakingbaddd,Germany,Worldwide,5g,35,breakingbaddd
product 6,Custom Listing for - Und********05,Opiates,Heroin,Escrow,breakingbaddd,Germany,Worldwide,1,5500,breakingbaddd
product 7,Custom listing for - lun*33,Ecstasy,Pills,Escrow,breakingbaddd,Germany,Worldwide,150,290,breakingbaddd
product 0,★  Alien Cookies  ★  25%THC   ★   CALI WEED  #IMPORT,Cannabis,Buds & Flowers,Escrow,breitling,Germany,Germany,3.5g,50,breitling
product 1,★ Miami Heat ★ Thc 28% 🇩🇪 PREMIUM WEED,Cannabis,Buds & Flowers,Escrow,breitling,Germany,Germany,5g,55,breitling
product 2,★   Mac 1   ★   25%THC   ★   CALI WEED #IMPORT,Cannabis,Buds & Flowers,Escrow,breitling,Germany,Germany,3.5g,50,breitling
product 3,★ Arjans Haze ★ Thc 23% 🇩🇪 FAST SHIPPING,Cannabis,Buds & Flowers,Escrow,breitling,Germany,Germany,5g,50,breitling
product 4,★ Dulce De Leche ★ The Sweetest High 🇩🇪 TOP WEED,Cannabis,Buds & Flowers,Escrow,breitling,Germany,Germany,5g,50,breitling
product 5,★ Ice Cream Cake ★ 28%THC ★ CALI WEED  #IMPORT,Cannabis,Buds & Flowers,Escrow,breitling,Germany,Germany,3.5g,50,breitling
product 6,★ AK-47 - Classic One ★ Thc 20% 🇩🇪 !!NEW OFFER!!,Cannabis,Buds & Flowers,Escrow,breitling,Germany,Germany,5g,55,breitling
product 7,★ Black Maroc Hash ★THC lvl ++ 🇩🇪 FAST SHIPPING,Cannabis,Hash,Escrow,breitling,Germany,Germany,5g,50,breitling
product 0,CALIFA🍬 EDIBLES 300MG(4X75MG)⭐INTROPRISER⭐,Cannabis,Edibles,Escrow,BRODOCHKNARK,Sweden,Sweden,300mg,26,BRODOCHKNARK
product 1,LANDETS BÄSTA AMFETAMIN✅STARK REN TORR INTROREA TOM 24/1,Stimulants,Speed,Escrow,BRODOCHKNARK,Sweden,Sweden,5g,26,BRODOCHKNARK
product 0,💎★Blue Punisher★💎,Ecstasy,Pills,Escrow,bubbelgum,Sweden,Worldwide,5,22,bubbelgum
product 1,💎★Bubbelgumms SPEED #2 ★💎 INTRO PRIS!★💎,Stimulants,Speed,Escrow,bubbelgum,Sweden,Worldwide,5g,53,bubbelgum
product 2,💎★PURE SPEED #1★💎,Stimulants,Speed,Escrow,bubbelgum,Sweden,Worldwide,5g,53,bubbelgum
product 3,💎★King Cambodian★💎 💎 NORWAY,Pyschedelic,Mushrooms,Escrow,bubbelgum,Norway,Norway,50g,350,bubbelgum
product 4,💎★Cubensis b+★💎 REA 70KR/G!,Pyschedelic,Mushrooms,Escrow,bubbelgum,Sweden,Worldwide,10g,61,bubbelgum
product 5,💎★Cubensis b+★💎 NORWAY,Pyschedelic,Mushrooms,Escrow,bubbelgum,Norway,Norway,50g,350,bubbelgum
product 6,💎★King Cambodian★💎 70kr/G★💎,Pyschedelic,Mushrooms,Escrow,bubbelgum,Sweden,Worldwide,10g,61,bubbelgum
product 7,💎★Pure peruvian stright from brick.★💎,Stimulants,Coke,Escrow,bubbelgum,Sweden,Worldwide,1g,70,bubbelgum
product 0,Organic Golden Teacher Mushrooms (Domestic Only),Pyschedelic,Mushrooms,Escrow,Budsbunny,United Kingdom,United Kingdom,3g,34,Budsbunny
product 1,Triple Filtered Blonde Dry Sift Moroccan Hash (Domestic Only,Cannabis,Hash,Escrow,Budsbunny,United Kingdom,United Kingdom,3.5g,23,Budsbunny
product 2,SPECIAL DEAL CRACK COCAINE (DOMESTIC ONLY),Stimulants,Crack,Escrow,Budsbunny,United Kingdom,United Kingdom,0.5g,46,Budsbunny
product 3,HQ i-Somer Ketamine Shards (DOMESTIC ONLY),Disassociatives,Ketamine,Escrow,Budsbunny,United Kingdom,United Kingdom,1g,17,Budsbunny
product 4,Organic Golden Teacher Mushrooms (INTERNATIONAL Only),Pyschedelic,Mushrooms,Escrow,Budsbunny,United Kingdom,Worldwide,3g,46,Budsbunny
product 5,Premium #3 Heroin (Black Beetle) (INTERNATIONAL),Opiates,Heroin,Escrow,Budsbunny,United Kingdom,Worldwide,1g,63,Budsbunny
product 6,Uncut Peruvian Flake Cocaine (DOMESTIC ONLY),Stimulants,Coke,Escrow,Budsbunny,United Kingdom,United Kingdom,0.5g,40,Budsbunny
product 7,OLD SCHOOL MORROCAN POLLEN HASH (DOMESTIC),Cannabis,Hash,Escrow,Budsbunny,United Kingdom,United Kingdom,2g,11,Budsbunny
product 0,Cali Dust - Smells Amazing - Bottom Bits,Cannabis,Buds & Flowers,Escrow,BudWayUK,United Kingdom,United Kingdom,1g,6,BudWayUK
product 1,Cali Small Buds - Smells Amazing - Bargain,Cannabis,Buds & Flowers,Escrow,BudWayUK,United Kingdom,United Kingdom,1g,11,BudWayUK
product 2,Cookies N Creme (200 GBP Oz),Cannabis,Buds & Flowers,Escrow,BudWayUK,United Kingdom,United Kingdom,0.5g,8,BudWayUK
product 3,Super Lemon Haze (£200 oz) - Citrus - Sweet,Cannabis,Buds & Flowers,Escrow,BudWayUK,United Kingdom,United Kingdom,1g,13,BudWayUK
product 4,Champagne MDMA - Smells Lovely,Ecstasy,MDMA,Escrow,BudWayUK,United Kingdom,United Kingdom,0.5g,11,BudWayUK
product 5,Star Dawg Next Day Delivery - GBP 150 Oz,Cannabis,Buds & Flowers,Escrow,BudWayUK,United Kingdom,United Kingdom,1g,10,BudWayUK
product 6,Chem Dawg Imported Next Day Delivery (190 GBP Oz),Cannabis,Buds & Flowers,Escrow,BudWayUK,United Kingdom,United Kingdom,1g,17,BudWayUK
product 7,Skittlez x Sherbert (300 GBP Oz),Cannabis,Buds & Flowers,Escrow,BudWayUK,United Kingdom,United Kingdom,1g,11,BudWayUK
product 0,Bird LSD 200ug 📦️Bulkcompany📦️,Pyschedelic,LSD,Escrow,Bulkcompany,Netherlands,Worldwide,10,24,Bulkcompany
product 1,Donkey Kong Press 250MG - 📦️Bulkcompany📦️,Ecstasy,Pills,Escrow,Bulkcompany,Netherlands,Worldwide,5,14,Bulkcompany
product 2,MDMA Champagne 📦️Bulkcompany📦️,Ecstasy,MDMA,Escrow,Bulkcompany,Netherlands,Worldwide,1g,20,Bulkcompany
product 3,Monkeys 250MG 📦️Bulkcompany📦️,Ecstasy,Pills,Escrow,Bulkcompany,Netherlands,Worldwide,5,14,Bulkcompany
product 4,4MMC Mephedrone 📦️Bulkcompany📦️,Stimulants,4-MMC Mephedrone,Escrow,Bulkcompany,Netherlands,Worldwide,1g,22,Bulkcompany
product 5,Nasa 2C-B 20mg 📦️Bulkcompany📦️,Pyschedelic,2C-x,Escrow,Bulkcompany,Netherlands,Worldwide,5,19,Bulkcompany
product 6,1k to 5K - XTC Pills 250MG  📦️Bulkcompany📦️,Ecstasy,Pills,Escrow,Bulkcompany,Netherlands,Worldwide,1kg,1050,Bulkcompany
product 7,Just Eat 300MG 📦️Bulkcompany📦️,Ecstasy,Pills,Escrow,Bulkcompany,Netherlands,Worldwide,5,19,Bulkcompany
product 0,Methamfetamine Made on Ephedrine - Strong ice - Bulk-Express,Stimulants,Meth,Escrow,BulkExpress,Netherlands,Worldwide,1g,34,BulkExpress
product 1,📫️Ketamine S A+📫️ ✉️Bulk-Express✉️,Disassociatives,Ketamine,Escrow,BulkExpress,Netherlands,Worldwide,1g,22,BulkExpress
product 2,Masserati 300mg - Cola Flavour - Bulk-Express,Ecstasy,Pills,Escrow,BulkExpress,Netherlands,Worldwide,5,20,BulkExpress
product 3,📫️Elephant LSD 240ug📫️ ✉️Bulk-Express✉️,Pyschedelic,LSD,Escrow,BulkExpress,Netherlands,Worldwide,5,18,BulkExpress
product 4,📫️4mmc Mephedrone📫️ ✉️Bulk-Express✉️,Stimulants,4-MMC Mephedrone,Escrow,BulkExpress,Netherlands,Worldwide,1g,22,BulkExpress
product 5,📫️Bolivian Cocaine Pure📫️ ✉️Bulk-Express✉️,Stimulants,Coke,Escrow,BulkExpress,Netherlands,Worldwide,1g,90,BulkExpress
product 6,📫️Just Eat 300mg📫️ ✉️Bulk-Express✉️,Ecstasy,Pills,Escrow,BulkExpress,Netherlands,Worldwide,5,18,BulkExpress
product 7,📫️Nasa 20mg📫️ ✉️Bulk-Express✉️,Pyschedelic,2C-x,Escrow,BulkExpress,Netherlands,Worldwide,5,20,BulkExpress
product 0,Gorilla Glue California + Sampel G,Cannabis,Hash,Escrow,BumsHem,Sweden,Sweden,3g,26,BumsHem
product 1,Jack Herer + Sampel B,Cannabis,Buds & Flowers,Escrow,BumsHem,Sweden,Sweden,5g,48,BumsHem
product 2,White Widow + Sampel B,Cannabis,Buds & Flowers,Escrow,BumsHem,Sweden,Sweden,5g,48,BumsHem
product 3,Amnesia Haze + Sampel B,Cannabis,Buds & Flowers,Escrow,BumsHem,Sweden,Europe,5g,48,BumsHem
product 4,Lemon Haze + Sampel B,Cannabis,Buds & Flowers,Escrow,BumsHem,Sweden,Sweden,5g,48,BumsHem
product 5,OG KUSH + Sampel B,Cannabis,Buds & Flowers,Escrow,BumsHem,Sweden,Sweden,3g,31,BumsHem
product 0,"BusinessClass Pink 2C-B,  TUCIBI powder -HQ  VERY RARE",Pyschedelic,2C-x,FE,BusinessClass,United Kingdom,Europe,0.5g,15,BusinessClass
product 1,NEW!!  LSD 250ug Tabs HQ STRONG LSD,Pyschedelic,LSD,FE,BusinessClass,United Kingdom,Europe,5,19,BusinessClass
product 2,Ketamine Sugar crystals. STRONGER THAN SHARD! INDIAN,Disassociatives,Ketamine,FE,BusinessClass,United Kingdom,Worldwide,1g,17,BusinessClass
product 3,BusinessClass Teddy ecstacy Pills 220mg HQ,Ecstasy,Pills,FE,BusinessClass,United Kingdom,Europe,10,40,BusinessClass
product 4,"***SAMPLE SALE*** 0.3G Pink 2C-B,  TUCIBI powder VERY RARE",Pyschedelic,2C-x,FE,BusinessClass,United Kingdom,Europe,0.3g,7,BusinessClass
product 5,UK SUPER SILVER HAZE Skunk 10/10 HQ,Cannabis,Buds & Flowers,FE,BusinessClass,United Kingdom,Europe,1g,10,BusinessClass
product 6,10mg Valium - Diazepam - PHARMAGRADE!,Benzodiazepines,Pills,FE,BusinessClass,United Kingdom,Europe,250mg,228,BusinessClass
product 7,STARDAWG Skunk 10/10 Top Quality smoke,Cannabis,Buds & Flowers,FE,BusinessClass,United Kingdom,Europe,1g,11,BusinessClass
product 0,Alien labs gram disposable 1 gram cart,Cannabis,E-Liquid,Escrow,ByTheGram,United States of America,United States of America,5g,92,ByTheGram
product 1,m30 Super Smackers,Opiates,Pills,Escrow,ByTheGram,United States of America,United States of America,1,5,ByTheGram
product 2,Pound of low deps,Cannabis,Buds & Flowers,Escrow,ByTheGram,United States of America,United States of America,1lb,275,ByTheGram
product 3,Pure Coke,Stimulants,Coke,Escrow,ByTheGram,United States of America,United States of America,1g,55,ByTheGram
product 4,Lemon cherry Gelato,Cannabis,Buds & Flowers,Escrow,ByTheGram,United States of America,United States of America,1oz,147,ByTheGram
product 5,Top tier edibles,Cannabis,Edibles,Escrow,ByTheGram,United States of America,United States of America,10,73,ByTheGram
product 0,★ DRY SIFT - TRIPPLE FILTERED 90U★ ILLUMINATY FARMZ,Cannabis,Hash,Escrow,Cali2Swe,Spain,Worldwide,10g,75,Cali2Swe
product 1,RAW DELTA 9 / LAB TESTED 94% THC,Cannabis,Concentrates,Escrow,Cali2Swe,Spain,Worldwide,50g,1200,Cali2Swe
product 2,CUSTOM LISTING FOR CHEMBO,Cannabis,Buds & Flowers,Escrow,Cali2Swe,Spain,Europe,448g,1500,Cali2Swe
product 3,★ CHEETOS - TOP WEED ★,Cannabis,Buds & Flowers,Escrow,Cali2Swe,Spain,Worldwide,100g,675,Cali2Swe
product 4,★DRY SIFT EGGS / PREMIUM QUALITY AAAA+★,Cannabis,Buds & Flowers,Escrow,Cali2Swe,Spain,Worldwide,10g,85,Cali2Swe
product 5,★ Blue Haze - High Quality ★ 25G MINIMUM ORDER,Cannabis,Buds & Flowers,Escrow,Cali2Swe,Spain,Worldwide,25g,200,Cali2Swe
product 0,1oz. grade a shatter,Cannabis,Concentrates,Escrow,calibargains,United States of America,United States of America,1oz,165,calibargains
product 1,1oz. Moonrocks,Cannabis,Concentrates,Escrow,calibargains,United States of America,United States of America,1oz,115,calibargains
product 2,5 x 1 gram distillate vape carts,Cannabis,Concentrates,Escrow,calibargains,United States of America,United States of America,1,46,calibargains
product 3,14 grams  thca diamonds,Cannabis,Concentrates,Escrow,calibargains,United States of America,United States of America,1,160,calibargains
product 4,1oz. CB's Sauce,Cannabis,Concentrates,Escrow,calibargains,United States of America,United States of America,1oz,252,calibargains
product 5,1oz. distillate (flavored) or unflavored raw,Cannabis,Concentrates,Escrow,calibargains,United States of America,United States of America,1oz,92,calibargains
product 6,1oz. budder,Cannabis,Concentrates,Escrow,calibargains,United States of America,United States of America,1oz,147,calibargains
product 7,1oz. HTFSE,Cannabis,Concentrates,Escrow,calibargains,United States of America,United States of America,1oz,261,calibargains
product 0,Dabzilla 500MG THC Infused Candy Edibles (12 Different Candy,Cannabis,Edibles,Escrow,calicart,United States of America,United States of America,1,12,calicart
product 1,Kushy Punch TKO 200MG THC Edible,Cannabis,Edibles,Escrow,calicart,United States of America,United States of America,1,18,calicart
product 2,Apollos Fire Cannabis Sauce A++,Cannabis,Concentrates,Escrow,calicart,United States of America,United States of America,1,18,calicart
product 3,Smashed Premium Vape Cartridges 1 Gram,Cannabis,Concentrates,Escrow,calicart,United States of America,United States of America,1,37,calicart
product 4,Indoor 1 Pound 448 Grams Cannabis,Cannabis,Buds & Flowers,Escrow,calicart,United States of America,United States of America,1,1099,calicart
product 5,Raw Garden 1 Gram THC Cartridges,Cannabis,Concentrates,Escrow,calicart,United States of America,United States of America,1,18,calicart
product 6,APE Mini Joint .5 Gram Kief Rolled,Cannabis,Prerolled,Escrow,calicart,United States of America,United States of America,1,9,calicart
product 7,APE LIVE RESIN DISPOSABLE VAPE PEN 1G,Cannabis,Concentrates,Escrow,calicart,United States of America,United States of America,1,41,calicart
product 0,CALI BERRY – Coffee Shop Grade – STARTANGEBOT,Cannabis,Buds & Flowers,Escrow,calicourierEU,Germany,Europe,5g,55,calicourierEU
product 1,WEDDING CAKE – Coffee Shop Grade – STARTANGEBOT,Cannabis,Buds & Flowers,Escrow,calicourierEU,Germany,Europe,5g,55,calicourierEU
product 2,THIN MINTS – Coffee Shop Grade – STARTANGEBOT,Cannabis,Buds & Flowers,Escrow,calicourierEU,Germany,Europe,5g,55,calicourierEU
product 3,KARELS HAZE – Coffee Shop Grade – STARTANGEBOT,Cannabis,Buds & Flowers,Escrow,calicourierEU,Germany,Europe,5g,50,calicourierEU
